start_time=11APRIL2002 0000
interval=1day
14ml_sl|FLOW,3mile_sl|FLOW,RSAN032|FLOW,SLMZU032|FLOW,523_0|FLOW,RMID015|FLOW,ROLD024|FLOW,RSAC092|FLOW,RSAC101|FLOW,RSAN007|FLOW,RSAN018|FLOW,045_0|FLOW,RSAN037|FLOW,RSAN058|FLOW,307_13500|FLOW,308_0|FLOW,SLDUT007|FLOW,GEORG_SL|FLOW,SLTRM004|FLOW,309_0|FLOW,347+364+374|FLOW,RSAC054|FLOW,LTL_HOLLAND_WEST|FLOW,LTL_HOLLAND_SOUTH|FLOW,PROSPECT_NORTH|FLOW,PROSPECT_SOUTH|FLOW,CALHOUNCUT|FLOW,IS3-1|FLOW,IS3-2+IS3-3+IS3-4|FLOW,SUISUN5|FLOW,MONTZWET_N+S_BREACHES|FLOW,IS9-1|FLOW,IS9-2|FLOW,IS10-1|FLOW,IS10-2|FLOW,IS10-3|FLOW,IS10-4|FLOW,MCCOR_WILLIAMSON-258|FLOW,MCCOR_WILLIAMSON-256+260|FLOW,DECKER_NW|FLOW,SHAGSLOUGH|FLOW,SNODGRASSSLOUGH|FLOW,47_LEN|FLOW,279_LEN|FLOW,280_LEN|FLOW
2490.618164,-458.0871277,4603.098145,560.8060303,369.6240845,-6220.386719,-4794.761719,7882.293945,11030.39258,-2913.70752,-2149.134033,-5141.95752,-3646.52417,403.8809814,-9.808929443,1.769064069,-422.8742676,2722.230957,-3018.328857,-3042.049805,4625.914551,4023.494385,-84.20092773,84.37606812,2637.939453,-2610.553955,2.828474522,-23.20679283,50.44631195,14.4271822,17.34116364,-64.8429184,87.07661438,18.30038452,120.3853149,-321.2631531,258.6853027,10.09461117,32.00958633,6.483767033,44.88001251,46.54179764,-5664.348145,526.696106,446.934021
2932.615723,-416.2554016,4800.993164,496.7619934,506.3062744,-5956.53125,-4578.76416,8671.265625,11560.16699,-1665.929321,-910.1992798,-4208.046387,-3160.059326,467.0600281,1.710584164,-0.322580129,-406.1734924,2784.786865,-2867.088379,-2874.991455,4807.960938,7269.080078,-98.33209991,98.29368591,2723.354736,-2733.132568,-0.54394263,-26.78900146,34.02967072,1.727595806,0.976908684,-78.67225647,83.92023468,19.60767555,120.2526321,-404.9211121,280.9885864,-3.318896294,4.034730434,-10.06808472,-11.48592949,5.002444744,-4702.611816,934.868103,492.8868408
2762.054688,-472.8238525,4765.579102,393.8547974,330.4742432,-5911.289063,-4545.601563,8121.046387,11159.4502,-1873.238403,-980.4296265,-4302.432129,-3151.785645,502.8496094,-4.65366745,0.844034314,-448.5794373,2813.037109,-2955.51123,-2972.118408,4781.20166,5939.313477,-108.2837906,108.3683853,2783.027832,-2772.227051,1.394138455,-27.36578369,48.41006088,10.29809475,-4.314528942,-80.89888763,98.27563477,25.05414963,137.1856995,-411.4777527,306.5367126,-15.59494019,28.26388168,0.601106703,15.7688818,8.909098625,-4841.37793,926.1650391,496.4551697
3365.799072,-387.3858032,4910.601563,310.0177002,639.4421387,-5763.67334,-4377.486816,9113.405273,11752.93555,-516.0301514,228.1665802,-3420.214844,-2701.577148,545.3334961,15.42238712,-2.878424168,-406.20224,2825.172363,-2749.048828,-2738.202881,4899.047852,10582.02051,-118.9827957,118.6966248,2809.613037,-2860.037109,-4.462903976,-32.9637413,11.06641579,-16.95811844,-16.6025486,-96.47577667,77.30120087,20.59063721,112.176033,-521.2689209,315.879303,-34.27772903,-6.197169781,-27.90184402,-67.6783371,-33.47293472,-3869.973389,1334.009888,535.9675903
3546.806152,-372.3096313,4945.088379,200.8973999,691.7380371,-5792.725098,-4436.78418,9141.456055,11701.00781,-202.4546967,482.8199158,-3238.27832,-2625.276367,549.1098633,22.32747841,-3.891569376,-407.1883545,2817.962891,-2719.095215,-2700.563721,4923.890625,11362.71289,-125.5270538,125.1332855,2813.123047,-2883.841553,-6.184410095,-35.00984955,0.751290143,-22.67627716,-35.68689728,-104.0553818,75.57032013,19.60234642,106.4366913,-546.609314,317.8569336,-35.17702484,-35.56972504,-36.05487442,-112.0055847,-74.4024353,-3649.575684,1387.309448,541.1882935
3444.573975,-390.3397217,4875.737305,105.2846985,639.0501709,-5765.334961,-4458.28418,8727.304688,11338.39453,-416.138916,271.2263794,-3381.758545,-2683.130615,528.8884888,19.83526421,-3.531617641,-419.3858948,2800.587402,-2752.033203,-2736.321289,4858.124023,10649.30664,-128.0405884,127.6864014,2807.019531,-2868.700684,-5.563827515,-35.37820053,3.576690197,-20.86570358,-41.79026031,-106.856575,80.3928299,19.53412628,107.6325912,-537.0897217,313.9918823,-48.5076828,-14.31807804,-30.84901237,-99.97179413,-68.89568329,-3795.778809,1292.734985,528.0197754
3199.126465,-427.9169006,4809.951172,57.75524521,459.8460083,-5811.893066,-4517.371582,8137.024414,10895.57813,-930.0303345,-166.8366089,-3653.318115,-2816.872314,530.0576782,12.33824825,-1.902021646,-441.4104309,2789.597168,-2813.707031,-2809.257813,4802.068359,8355.205078,-128.3609314,128.1586914,2795.781982,-2833.713623,-3.208513737,-33.90909958,20.93923187,-6.646322727,-40.24882889,-104.0292969,94.4249115,21.25564957,123.6831741,-485.8183899,308.3383789,-33.08267975,-14.31106091,-18.0430584,-77.06950378,-58.67402649,-4097.083496,1108.706177,509.2658386
2631.562988,-515.0012207,4555.15332,65.3286438,190.0097961,-5889.568848,-4610.945313,6820.260254,9889.147461,-2225.853271,-1277.109009,-4490.677246,-3183.706543,480.3286133,-4.219979763,0.873781681,-492.2050781,2741.913574,-2980.66626,-2996.398682,4569.935059,4244.324707,-125.8875198,125.9703751,2753.546631,-2741.186035,1.287767053,-30.39938545,47.46350861,12.60322762,-17.53080368,-97.3099823,114.77771,26.07303619,154.089386,-430.2005005,309.805481,-17.60711098,15.55285072,8.096617699,9.822986603,-10.57713127,-4996.371582,758.3022461,465.7554932
2357.490479,-552.5800171,4387.227051,137.60112,79.19432831,-5882.549316,-4625.460449,6228.386719,9420.571289,-2846.53418,-1783.435425,-4826.411133,-3304.126709,479.9147034,-11.92439079,2.244555473,-512.9074097,2688.935547,-3032.35376,-3057.962402,4412.152344,2241.358154,-120.4429245,120.6631012,2702.706787,-2665.697998,3.418888807,-28.06579399,59.3771286,22.65949631,2.977262259,-92.95052338,121.954628,28.10101891,175.6339569,-406.2950745,306.3008118,-19.94187355,43.31163406,21.6578846,46.33472824,14.57778931,-5365.072266,581.9489746,449.9957275
2286.583008,-566.9921875,4297.625488,213.3234558,104.4136658,-6009.324707,-4724.605469,6099.458496,9337.368164,-3138.681396,-2072.202393,-5068.166016,-3394,521.1380005,-13.54144382,2.294201612,-521.4289551,2644.605225,-3079.442383,-3104.82959,4323.663086,2022.23645,-115.1749496,115.4118118,2652.544189,-2609.272949,3.700434685,-26.55862617,58.29156113,21.25184631,20.37987709,-89.2858963,116.0992126,27.00465202,173.977478,-406.4985962,301.7565918,-12.5250082,50.4991951,25.75913048,69.92264557,39.3996315,-5606.189941,487.144104,441.9769287
2557.012695,-509.8354492,4315.200195,257.0061951,309.4197388,-5981.859863,-4706.297363,6772.310059,9762.262695,-2510.949707,-1594.100708,-4652.071289,-3199.55957,574.2886963,-3.42223978,0.388199329,-484.3628845,2598.97168,-2931.557861,-2943.454346,4327.336426,4488.583008,-108.3395004,108.3858185,2589.521973,-2577.44873,0.708130598,-27.36771393,37.19715118,6.744176865,18.94549561,-89.08187103,95.1980896,20.00687408,144.0375977,-422.5670776,283.7684326,-24.8703289,34.77104568,10.55507851,25.78872299,14.43874645,-5134.38623,623.046875,451.5899963
2459.672607,-500.3499756,4253.743164,306.0200806,333.3378601,-6004.719238,-4728.137207,6726.663086,9735.805664,-2702.810303,-1855.047607,-4838.617676,-3302.182373,545.5575562,-5.847421169,0.844058394,-469.6070557,2569.344971,-2928.249268,-2943.635498,4269.23584,3972.728516,-99.83486176,99.92486572,2547.922363,-2528.251465,1.385577917,-26.81843376,36.9057312,7.819872856,19.29900932,-81.34266663,87.81977844,16.02768898,123.7406693,-379.0262146,268.5970764,-24.83096123,46.9905014,12.87003899,38.23840332,27.83115387,-5322.643555,558.0609741,437.7937012
2384.531006,-489.6566162,4257.356934,382.9532166,343.0381775,-6031.111328,-4706.103027,6794.019531,9838.28125,-2864.30127,-2056.105469,-5027.345215,-3414.199707,486.5372314,-8.558734894,1.331849217,-454.3695984,2583.281738,-2941.685303,-2960.273438,4276.603516,3582.81665,-94.54564667,94.68909454,2552.852051,-2525.05542,2.278104782,-25.83794785,42.39078903,10.02253723,25.97828102,-73.39508057,86.46855164,15.16198635,112.6346436,-345.1590881,264.5808716,-22.74368477,60.98787689,12.48795128,59.7788353,49.97411728,-5521.131348,546.5332642,430.5826111
2937.400146,-408.15979,4498.891602,413.7219238,579.5093384,-5916.976563,-4589.880371,7922.395508,10670.83105,-1683.466064,-999.7108154,-4242.923828,-3065.489502,498.7985229,6.565916538,-1.143037915,-408.0220642,2639.972656,-2776.113037,-2775.679443,4496.985352,7072.999512,-101.1959534,101.0766678,2608.990967,-2631.582764,-1.83185935,-28.78612137,22.26564217,-5.233575344,8.167613983,-81.54278564,75.70406342,13.9406786,103.2392731,-409.1698303,270.7051697,-33.8020134,22.76095772,-15.03065586,-26.8343544,-0.99987644,-4679.741699,902.1312866,470.2283936
2902.272461,-436.8350525,4519.773438,329.0206604,480.3480835,-5891.364746,-4574.161133,7640.262207,10468.03906,-1689.758301,-941.0716553,-4238.151855,-3034.515869,509.1906433,4.112030983,-0.658986568,-432.1469421,2671.217529,-2830.954346,-2833.767334,4521.056152,6503.978516,-110.4196167,110.349678,2660.724609,-2676.724609,-1.056764126,-29.21246338,30.97494507,-1.124487281,-6.315334797,-85.5541687,86.5019455,18.15192604,117.212677,-421.8439636,287.6824951,-32.38221741,20.74647522,-12.03094101,-25.76607513,-13.23152351,-4695.367188,925.9526978,474.9479675
3122.042236,-419.0965881,4562.420898,222.6162262,549.8027344,-5865.870117,-4581.17041,7868.589355,10587.23633,-1236.041138,-543.4893188,-3976.090332,-2871.896973,555.3826904,11.05726814,-2.039984226,-429.6830444,2681.316406,-2792.77124,-2785.371826,4554.435059,8062.958496,-118.2093277,118.0021286,2688.209717,-2725.317383,-3.247900009,-31.85921288,16.74312019,-11.49092674,-16.21042442,-94.43501282,81.61112976,17.48884583,112.8599701,-474.7065125,295.8875732,-31.4126606,0.414319605,-20.35427475,-54.21146393,-30.04726601,-4399.897461,1053.218628,486.1893311
3018.269531,-424.0233765,4552.852539,141.8306885,432.3129272,-5607.879883,-4374.753418,7654.418945,10350.28613,-1057.813721,-257.3377991,-3669.01709,-2681.034424,607.550415,7.345323086,-1.208162785,-427.2111511,2683.899902,-2726.92041,-2725.278564,4549.592773,7509.145996,-121.8126831,121.6824799,2708.680908,-2734.870605,-2.042891741,-32.11736298,25.42437744,-4.711333752,-23.94023323,-96.08248901,91.32692719,20.50458717,122.9902267,-465.1607056,303.5710754,-34.16072845,4.91246748,-15.46830463,-51.16204834,-38.0073204,-4125.081055,1137.746704,494.4294434
2968.083984,-439.4249573,4538.878906,87.88391876,405.6573181,-5667.157227,-4420.772461,7429.168457,10170.3457,-1186.869263,-359.936554,-3789.350098,-2738.940918,611.8134155,7.033281326,-1.194221139,-440.0247803,2692.814453,-2770.083252,-2768.482666,4536.291504,7281.952637,-126.0963211,125.9796448,2725.318604,-2745.478516,-1.822452664,-32.8839798,24.76046753,-5.967489243,-19.3802166,-99.75370789,94.27616882,21.93464661,124.1945267,-480.5356445,311.2456055,-36.73571777,18.72039795,-11.90882206,-31.30565262,-19.55944824,-4246.983398,1113.876587,494.1009216
3249.549561,-403.1497192,4686.983398,65.70266724,539.8934326,-5742.782715,-4507.851074,8061.02832,10674.65234,-736.5844727,-25.74036789,-3527.945068,-2687.174316,605.7595215,15.55556679,-2.720665455,-422.137085,2722.665039,-2718.491943,-2705.780029,4672.980957,9221.549805,-126.3871002,126.1226883,2742.055908,-2784.549316,-4.173890114,-34.4648056,11.06787682,-14.79959583,-25.42577362,-106.3854218,87.31897736,19.35736084,117.7748795,-509.6221619,302.9716797,-42.97359848,1.398501635,-20.46681595,-71.94319153,-43.33901215,-3943.270752,1180.95813,506.0924072
3118.39209,-431.4194946,4728.672852,59.35721207,419.8767395,-5904.349121,-4679.541504,7924.354492,10686.73535,-1196.162476,-458.0082703,-3806.436279,-2899.278076,599.631897,9.982405663,-1.521905422,-439.8977966,2743.799316,-2804.642822,-2800.234619,4721.810547,7678.650879,-122.792511,122.6343079,2743.058105,-2770.285889,-2.545169115,-32.8765564,23.75165176,-3.514581919,-26.73615265,-103.1945114,97.23587799,19.80986023,135.3518524,-465.7616882,291.009613,-51.71000671,14.87986946,-11.74395561,-60.46653748,-45.85245132,-4245.081055,975.1156006,493.3739624
2343.078613,-552.4500122,4492.943359,102.8612823,3.417229891,-6061.751953,-4831.322754,6397.616699,9644.675781,-2958.048096,-1945.084106,-4905.634766,-3421.384277,551.6980591,-15.11854649,2.956914186,-506.9401855,2721.209717,-3059.780518,-3087.24292,4519.974609,1786.418823,-117.0288467,117.3168488,2714.588867,-2667.088379,4.498603821,-27.79310417,67.1131134,28.43142128,-1.747737765,-90.51993561,127.6100006,27.41487694,181.6933136,-366.8555298,290.0638428,-41.21411896,68.53193665,25.71999359,52.60511398,13.31949711,-5457.013672,487.8102112,446.0138855
2290.201172,-551,4336.36377,150.9463806,37.62115479,-6011.555176,-4797.694336,6205.443848,9397.789063,-3145.599365,-2115.172852,-5015.53125,-3432.134033,523.7050171,-14.08713055,2.418074369,-505.3659973,2654.26001,-3031.370361,-3055.979492,4362.580566,1967.295288,-111.7339706,111.980423,2643.531982,-2599.51123,3.87662077,-27.13523102,60.36199188,22.75112724,22.89907837,-89.69847107,119.9127884,25.75894165,183.2445526,-387.3091125,284.3168945,-33.07224655,66.80969238,26.45910263,74.72742462,36.24431229,-5551.530762,437.3054504,437.5818481
2710.664063,-469.3813782,4327.762207,181.5875702,313.6021729,-5970.638672,-4752.435547,6950.750488,9792.276367,-2339.057129,-1490.520874,-4473.470703,-3166.889648,576.4900513,2.49618578,-0.572772861,-458.8329468,2575.978516,-2831.911865,-2835.577637,4331.512207,5204.040527,-103.9562531,103.9011459,2543.625732,-2550.205322,-0.904919446,-28.36623383,27.96641541,1.974800825,17.28153229,-93.55975342,93.79936981,17.43633461,153.2635193,-430.8131714,262.8641663,-37.69298935,20.03527451,3.759005785,-5.389523983,-14.77219009,-4916.901367,598.5,450.6304932
2605.014893,-414.271637,4182.224609,216.3083801,344.8117981,-5354.931641,-4188.80127,7029.083496,9605.692383,-1786.469849,-908.0431519,-3745.577393,-2710.895996,652.8544312,-0.511425912,-0.296689242,-400.448761,2479.925293,-2554.325439,-2560.856445,4190.317383,5865.278809,-91.08336639,91.04627991,2438.456543,-2441.619629,-0.650531054,-26.22855568,25.37151337,2.297710896,8.733298302,-86.7976532,85.5550766,12.93784523,133.864563,-383.4287109,237.4703369,-43.63102341,29.44047928,5.988357544,-14.19232178,-20.76548576,-4212.586914,758.5489502,455.2335205
2524.647217,-370.7901611,4136.89209,264.7257385,412.2109985,-5185.000488,-3987.274658,7309.921875,9728.582031,-1412.855103,-625.2809448,-3378.575684,-2507.222168,718.2385254,1.24689424,-0.440624803,-354.4597778,2427.678955,-2401.432129,-2407.399414,4142.746094,6746.123535,-76.98596954,76.95410919,2369.721436,-2368.713623,-0.541767478,-24.45607948,21.834198,-0.013428545,8.804317474,-76.7244873,73.29788971,6.711096287,99.76246643,-328.6392822,213.8747406,-51.09441376,50.67985535,5.983306885,5.057742596,2.289111853,-3838.092041,817.5777588,458.5351868
2384.31543,-388.0690308,4116.150391,333.8025513,409.5794067,-5667.121094,-4410.380371,7290.27832,9902.775391,-2264.74292,-1621.605469,-4204.705078,-2999.88623,664.2374268,-1.926002145,0.357963324,-363.4285583,2417.69751,-2555.329834,-2567.013184,4126.147949,5200.179199,-61.95623779,62.0062294,2329.797607,-2316.532471,0.733484328,-22.05297089,27.20862007,5.497127533,11.87136841,-61.69299698,65.63676453,2.688391447,70.79042816,-250.0981903,195.587616,-59.09949875,71.6388092,9.048600197,30.62809372,18.62396049,-4653.768066,489.6622925,427.4592285
2134.871338,-376.4187012,3988.902832,519.1263428,413.7933044,-5942.692871,-4633.082031,6969.645508,9776.364258,-3391.415527,-2802.628174,-5204.640625,-3524.427002,530.9653931,-10.43194199,1.76564014,-338.5151672,2387.105469,-2682.030029,-2703.664307,4010.459229,2732.524902,-56.53538132,56.71160889,2280.415283,-2249.346436,2.725967646,-19.24797058,36.85038757,14.4382534,38.69018173,-44.2130661,60.80650711,3.429335833,66.63647461,-191.7107544,184.4919281,-52.51237869,87.19603729,16.17643166,78.20947266,55.52191544,-5676.664551,218.9509888,396.5454712
2272.480469,-334.1784973,3959.682617,628.782959,525.4180298,-5924.054688,-4579.654785,6942.220215,9618.580078,-3177.920898,-2618.31543,-5126.614746,-3457.16626,504.0439453,-4.348930359,0.878973246,-310.1027527,2358.891846,-2598.491455,-2612.844482,3972.513184,3241.560791,-60.4486084,60.53096008,2262.892334,-2252.761475,1.325977087,-19.78339958,36.38601303,9.451052666,30.72329712,-49.65074921,63.53132248,7.304316044,87.30235291,-237.1100769,190.8691559,-53.06258392,65.39858246,2.975213766,29.46627998,22.19136238,-5561.285156,361.9899292,398.099762
2331.75,-384.15802,3928.567627,522.8411255,425.0895691,-5919.89502,-4600.427246,6437.136719,9152.844727,-3062.18335,-2388.132813,-5028.307617,-3381.040527,518.2467041,-2.551038265,0.79868269,-364.539856,2366.768799,-2643.344238,-2655.770508,3938.342041,2738.524902,-70.14736938,70.2109375,2298.114014,-2295.450928,1.055864811,-21.63594627,42.81389236,11.22290611,5.411752224,-60.20963287,77.63712311,11.58473587,106.4564819,-270.0952148,212.8557892,-61.35007858,59.98511505,-3.025606394,-12.72311115,-12.09713268,-5445.755371,429.7111816,392.4005432
1979.228882,-506.0087891,3756.376465,371.3304749,137.2390747,-6005.176758,-4694.966309,5145.22998,8199.214844,-3834.251709,-2943.52002,-5612.022461,-3589.178467,496.4199219,-13.62441921,2.57446003,-462.276947,2384.599609,-2891.543945,-2917.539795,3781.555664,-122.8629456,-84.39789581,84.64769745,2361.356445,-2325.505371,4.008033276,-22.00789261,62.29476547,22.04063416,5.509948254,-65.46642303,99.43066406,19.28153229,135.8158569,-288.5580444,248.9225464,-56.31670761,94.98797607,12.10313034,55.99026489,33.28879166,-6081.84668,280.4110107,374.3283691
2279.534912,-506.135437,3791.702881,252.3174286,217.5858612,-6047.10498,-4724.318848,5324.336426,8273.786133,-3256.619629,-2369.187988,-5305.336914,-3354.957275,622.0055542,-3.410309076,0.616111159,-484.3599243,2401.692383,-2888.611572,-2900.566162,3803.169189,1893.941284,-99.97114563,100.030365,2413.261963,-2408.71875,1.007839441,-26.52134514,44.58677292,7.492721081,0.614883304,-79.35080719,94.30986786,20.94468117,132.9452209,-384.8937378,278.2185669,-56.09680557,67.71440125,-3.426532984,15.87661457,14.41762447,-5739.234863,496.7476196,403.8508606
2831.855225,-439.368866,3881.569824,133.5023499,510.9985962,-5933.739258,-4637.36084,6103.827637,8698.264648,-2013.232544,-1255.66748,-4530.828125,-2901.242188,726.8302612,15.54127693,-3.049859524,-458.1903076,2397.394043,-2721.829102,-2707.974121,3867.725342,6326.217285,-113.9100494,113.6095428,2436.061279,-2490.243408,-4.65514946,-32.4126358,7.797552109,-20.55224037,-17.07203293,-96.93257904,74.98465729,17.67525482,108.9674454,-508.3009644,296.1123352,-58.87217331,18.14049911,-30.10288811,-65.21483612,-34.32785797,-4882.040039,885.848999,442.5521545
3407.712402,-332.3616638,4052.69751,16.72291374,804.7336426,-5477.134277,-4284.45459,7221.251465,9345.064453,-317.1383667,288.9627686,-3264.595703,-2248.114746,743.5603027,33.51893997,-6.165002823,-390.8832397,2401.708984,-2412.112305,-2376.019775,4014.417725,10972.04785,-123.6280441,123.0039368,2466.099365,-2575.525635,-9.797719002,-37.27191162,-25.03146553,-42.44152451,-50.62881088,-112.2039948,57.54431915,11.85443592,82.0079422,-586.2358398,297.0924072,-63.71294403,-32.08907318,-57.39662933,-165.6121216,-97.11793518,-3544.157471,1372.014526,485.2255859
2911.419189,-394.1697693,3969.782227,-88.77855682,456.2155762,-5264.805176,-4157.152344,6274.399414,8652.712891,-927.8152466,-138.7177734,-3499.545166,-2322.841553,706.3461304,16.38562584,-2.779490232,-417.1173401,2412.14502,-2489.959961,-2477.710205,3954.246338,7273.044434,-128.9389038,128.6461029,2505.345703,-2560.564209,-4.614407539,-34.58895111,9.894071579,-15.74017334,-56.61969757,-106.5727692,85.87162781,17.22424698,109.9091797,-502.5759888,302.9835815,-48.77110291,-9.028942108,-29.58021927,-104.2924347,-72.38291168,-3868.603027,1221.984375,464.7532959
2214.666016,-506.6830139,3725.546631,-147.9145813,48.84031296,-5379.66748,-4243.029785,4741.190918,7551.297363,-2310.687012,-1301.106323,-4422.720703,-2703.449707,680.3108521,-4.171000004,0.939941466,-482.6851807,2386.98999,-2728.024658,-2742.106201,3737.86499,2229.649902,-131.5598602,131.6508484,2503.765137,-2492.263184,1.465491772,-31.02750969,48.68895721,11.05744457,-30.109869,-98.23118591,114.2248535,25.10223579,138.8985901,-424.6739197,316.0843811,-43.39177322,46.11779785,4.917013168,10.71532345,-6.336874485,-4884.146973,872.2870483,425.930603
2291.857422,-514.276123,3654.805908,-175.9040833,107.23629,-5562.703613,-4410.347168,4692.220703,7504.553711,-2439.876465,-1496.903076,-4656.360352,-2799.242676,701.369812,-0.361666769,-0.08681991,-497.3493652,2356.4021,-2781.376953,-2789.007568,3662.532959,2779.941895,-132.8306732,132.8283539,2472.291748,-2471.7229,-0.001003575,-32.17996216,37.41360474,2.330742598,-11.07538223,-101.7329559,105.537323,23.23160172,129.9307709,-459.7521973,318.0555725,-47.50293732,47.79722595,1.897498131,10.90438366,3.48110652,-5085.348633,816.2333984,418.1192932
2244.282715,-505.9416809,3588.151611,-139.4057617,79.2053833,-5440.754395,-4293.973145,4609.183105,7386.327637,-2391.108398,-1415.240601,-4529.483887,-2707.306885,717.0956421,-1.326714158,0.322260082,-488.2665405,2308.494629,-2722.49292,-2733.106201,3596.870361,2304.106201,-129.3739319,129.3995056,2428.503174,-2425.312256,0.38777107,-31.07858276,39.68027496,7.135637283,-6.454379559,-100.067543,107.0563126,23.31905174,138.7634888,-447.0757446,313.0002441,-42.98740387,40.70560074,5.060062408,-1.942368269,-6.909157753,-4960.509277,835.118042,413.3086548
1824.09314,-566.8955078,3435.594482,-63.68636703,-72.68643951,-5527.977539,-4348.321289,3842.140625,6860.756836,-3297.74292,-2213.188965,-5140.710938,-2984.883789,699.7278442,-13.95347786,2.390292645,-521.0596313,2270.950195,-2857.47583,-2882.920898,3461.7854,-426.0144043,-122.8409653,123.0841217,2391.227051,-2346.543457,3.796038389,-28.80674171,58.96156311,20.7280674,11.81017017,-91.95916748,117.0465317,26.12416649,156.8789215,-401.091217,309.6538391,-25.2050724,65.30437469,26.05650711,64.11844635,37.33731842,-5625.040039,587.0770874,386.4219971
1922.77124,-515.7475586,3397.610352,194.2296295,-158.8786774,-5295.858398,-4129.129883,4260.336426,7048.89502,-2843.484619,-1828.938354,-4752.287598,-2771.459473,716.8156128,-9.108235359,1.260111928,-479.2619934,2209.351318,-2687.324707,-2705.111328,3417.796143,789.1369629,-114.3918915,114.5275955,2323.099365,-2293.194336,2.083298206,-29.61071968,38.94895554,6.908680439,21.3394165,-91.09589386,97.47831726,22.41437531,142.3763733,-431.6199951,291.5623169,-16.81902695,45.50276566,19.84349251,53.30680466,35.6212883,-5210.789551,717.1504517,391.9809875
2245.019043,-373.5763855,3449.792725,929.4508667,-1019.633545,-4466.287598,-3417.580566,5401.130859,7590.850098,-1313.689697,-382.0478821,-3304.695557,-2026.001099,748.5320435,-0.037116796,-0.42285344,-357.8386536,2156.423584,-2178.869629,-2184.966553,3458.063721,2356.913818,-102.7242126,102.6766815,2256.9104,-2258.623047,-0.8364169,-29.5331955,15.04572105,-5.661196709,13.52497387,-89.42221832,76.10144043,23.27738571,157.1759186,-480.0698242,258.6723633,-13.29209328,12.14942074,4.091331482,1.74574542,6.853466034,-3739.561523,1184.824829,426.6468811
1651.263306,-401.8488464,3265.855957,1261.57019,-1577.587036,-4296.996582,-3259.656982,4478.083496,6804.641602,-2157.316162,-1030.73999,-3653.944092,-2148.683594,733.7386475,-16.16802788,3.01824069,-349.7280579,2124.070801,-2139.792725,-2169.012207,3295.492432,-2119.330566,-93.05578613,93.36029816,2228.061523,-2174.928955,4.752905369,-23.54463768,55.32723999,22.96261597,29.34975052,-70.85209656,99.26515961,31.23727417,199.625885,-378.7270508,252.3493652,-2.002597094,49.83529282,27.41042328,84.29741669,52.13035965,-4166.560547,1031.822998,401.1112976
2001.435913,-352.8362122,3302.435547,1300.320313,-1399.61853,-4408.494141,-3387.877197,5000.768066,7121.679199,-1729.626465,-715.8695068,-3454.006592,-2063.514893,763.5921631,-3.570888519,0.735549271,-329.3624878,2102.975586,-2054.226074,-2066.369141,3314.803711,-0.615759134,-93.58677673,93.6592865,2205.823242,-2195.05249,1.156855345,-25.43769264,38.60530853,8.195459366,29.35516357,-75.49673462,88.12335968,29.71636009,190.3766479,-429.6470337,251.7843933,-3.459518433,14.77772522,4.661854744,28.20393753,20.05430984,-3899.145508,1142.802612,414.4836121
2515.969482,-284.9188843,3420.853027,1226.287964,-1171.014771,-4150.060547,-3160.127441,5937.82373,7684.5625,-443.8088989,482.4362488,-2454.595459,-1564.546753,823.8595581,12.00143719,-2.184311628,-297.3140259,2112.200928,-1832.733032,-1823.991943,3412.027832,4042.369629,-100.6422195,100.4166794,2213.708984,-2255.500488,-3.514704704,-29.26488304,12.09735966,-12.88192177,0.1302156,-88.1342926,73.94245148,27.5555439,177.7722473,-514.7993774,254.9893799,-8.634414673,-28.85807228,-22.80498505,-64.68735504,-37.16175079,-2838.129639,1474.450195,452.6297913
2442.215088,-306.4606934,3395.750977,1130.439941,-1262.868042,-4016.523926,-3028.956787,5661.71875,7444.321777,-330.052002,692.9378052,-2274.40625,-1423.403687,862.3686523,9.428668976,-1.553182721,-313.382019,2124.342285,-1836.691406,-1832.30188,3390.079834,3505.815186,-109.1299667,108.9601059,2240.015137,-2275.928223,-2.640306234,-29.60606003,19.45929337,-7.761048794,-22.36384583,-92.39584351,84.37817383,30.75300789,195.266861,-523.5656128,267.1098328,-8.540359497,-29.87420464,-20.65920639,-64.92295837,-49.64205933,-2678.01416,1526.320679,455.9588928
2113.211914,-343.8173828,3267.598877,1069.584473,-1452.109375,-3777.471191,-2803.083496,4922.390137,6824.614258,-622.6613159,594.6132813,-2349.29248,-1361.363647,865.3192139,-0.429265529,0.177393928,-328.769928,2107.316406,-1866.556519,-1874.669922,3275.38623,1602.862183,-115.8187332,115.8233261,2247.618652,-2252.480713,0.089086652,-29.55044746,36.56268692,4.276829243,-19.36446762,-93.20667267,101.2427597,36.1333046,219.0645142,-512.124939,283.0224609,-4.005960464,-5.066720009,-4.448751926,-13.04039478,-20.02858543,-2808.716553,1545.568359,448.8362427
1812.770996,-400.4770813,3178.504639,1041.01416,-1623.054199,-3912.379395,-2886.295654,4226.02002,6341.029785,-1264.312256,94.05213165,-2812.92749,-1546.530273,886.0359497,-8.436986923,1.58247602,-366.2662964,2110.220215,-2004.595703,-2022.97644,3197.398438,-402.5700378,-119.2631226,119.4258118,2259.477295,-2233.265625,2.579569578,-28.64019775,51.84746552,14.02675343,-3.732972145,-92.68819427,114.6605072,41.18266296,236.3819122,-504.0363159,299.8596497,0.410567731,22.78829384,10.46492767,38.67358398,17.72188377,-3313.480469,1425.185913,438.9298096
